hhid,yr04,acres,lacres,aehhsize,hhsize,offrinc,hyb_F,hybmz_F,hybfmz_F,revlsprod1_F,revlsprod2_F,revlssold_F,revls1_F,revls2_F,revctot_F,revcmaiz_F,revcrp,revls,lrevcrp,lrevls,costlp_F,costsdtot_F,costlsvar_F,costlspurch_F,costls_F,costlabhwg_F,costlabhcon_F,costlabhboth_F,costlabhwgM_F,costlabhconM_F,costlabhbothM_F,costlabhwgPRE_F,costlabhconPRE_F,costlabhbothPRE_F,costlabhwgPOST_F,costlabhconPOST_F,costlabhbothPOST_F,costlp2_F,costfdap_F,costfcan_F,costfman_F,costftot_F,costfdcm_F,costsdtot2_F,costsdmaiz_F,costctotnolab_F,costctot_F,costctotM_F,costctotPRE_F,costctotPOST_F,costctot2_F,costctotM2_F,costctotPRE2_F,costctotPOST2_F,costctot3_F,costctotM3_F,costctotPRE3_F,costctotPOST3_F,costcrp,costls,lcostcrp,lcostls,yieldtot_F,yieldmaiz,fertacdap_F,fertaccan_F,fertacman_F,fertactot_F,fertacdcm_F,kgfertDAP,kgfertCAN,kgfertMAN,kgfertTOT,kgfertDCM,kgctot_F,kgcsoldtot_F,kgmaiz,kgcsoldmaiz_F,labhwg_daywage2,labhwg_daywage_vil,labhwg_daywage_dist,labhwg_daywageM_vil,labhwg_daywagePRE_vil,labhwg_daywagePOST_vil,labhwg_daywageM_dist,labhwg_daywagePRE_dist,labhwg_daywagePOST_dist,labhwg,labhcon,labhwg_qtyM_F,labhwg_qtyPRE_F,labhwg_qtyPOST_F,labhcon_qtyM_F,labhcon_qtyPRE_F,labhcon_qtyPOST_F,labfamchil_qtyM_F,labfamchil_qtyPRE_F,labfamchil_qtyPOST_F,labfamfem_qtyM_F,labfamfem_qtyPRE_F,labfamfem_qtyPOST_F,labfammale_qtyM_F,labfammale_qtyPRE_F,labfammale_qtyPOST_F,llabhwg_daywage_dist,llabhwg,llabhcon,pkgctot_F,pkgctot_vil,pkgctot_div,pkgctot_dist,pkgctot_prov,pkgmaiz,pkgcmaiz_vil,pkgcmaiz_div,pkgcmaiz_dist,pkgcmaiz_prov,pkgfertDAP,pkgfdap_vil,pkgfdap_div,pkgfdap_dist,pkgfdap_prov,pkgfertCAN,pkgfcan_vil,pkgfcan_div,pkgfcan_dist,pkgfcan_prov,pkgfertMAN,pkgfman_vil,pkgfman_div,pkgfman_dist,pkgfman_prov,pkgfertTOT,pkgftot_vil,pkgftot_div,pkgftot_dist,pkgftot_prov,pkgfertDCM,pkgfdcm_vil,pkgfdcm_div,pkgfdcm_dist,pkgfdcm_prov,drainage,dumdrainage,ldrainage,rain,rainPC,diffrain,lrain,lrainsq,lrainPC,lrainsqPC,tmax,tmaxPC,difftmax,ltmax,ltmaxsq,ltmaxPC,ltmaxsqPC,tmin,tminPC,difftmin,ltmin,ltminsq,ltminPC,ltminsqPC,lrltx,lrltn,lrltxPC,lrltnPC,ltxltn,ltxltnPC,prov,dist,div,location,subloc,vil,aez,aezsmall,zone,age,educ,gend,ageavg,educavg,dmtroad,dtmroad,dextn,latitude,longitude,main04,short04,mainstress04,qwetpre,qwetit,qwetxt,QWETM1,qwetxtdiv,qwetitdiv,qwetprediv,QWETM1div,qwetPC10a2axtE1,qwetPC10a2aitE1,qwetPC10a2apreE1,famchil,famfem,fammale,pctsoldtot_F,pctsoldmaiz_F,depth,dumdepth,ldepth,dummaiz,lkgmaiz,lyieldmaiz,lpkgmaiz,dumkgfertDAP,lkgfertDAP,lpkgfertDAP,dumkgfertCAN,lkgfertCAN,lpkgfertCAN,dumkgfertMAN,lkgfertMAN,lpkgfertMAN,dumkgfertTOT,lkgfertTOT,lpkgfertTOT,dumkgfertDCM,lkgfertDCM,lpkgfertDCM,dumlabhwg,dumlabhcon,dumfem,lfamfem,dumchil,lfamchil,dummale,lfammale,dumdmtroad,ldmtroad,dumdtmroad,ldtmroad,dumdextn,ldextn,dumeduc,leduc,dumeducavg,leducavg,dumage,lage,dumageavg,lageavg
281,1,1.350000024,0.300104618,6.273333333,7.416666667,4700,1,0,0,0,10000,0,0,10000,39528.23828,4791,39528.23828,0,10.5847702,,1125,16507.5,0,0,0,881.3310547,1200,2081.331055,872.2440796,1200,2072.244141,917.083313,1200,2117.083252,0,0,0,1125,2823.5,0,1305,8760,4128.5,2285.540039,0,26392.5,27273.83203,27264.74414,27309.58398,26392.5,27592.5,27592.5,27592.5,26392.5,28473.83203,28464.74414,28509.58398,26392.5,27273.83203,0,10.21368313,,4899.411133,302.7444153,75.55555725,0,444.4444275,668.888855,520,102,0,600,903,702,6614.205078,5171.5,408.7049866,0,,66.66666412,62.9522171,50,66.66666412,,62.30315018,65.50595093,59.52000046,14,19.06207657,14,14,0,19.06207657,19.06207657,0,1320,420,900,2274,2006,403,2879,2819,320,4.142375946,2.639057398,2.947700739,5.976264477,8.71039772,7.559323788,7.45058918,7.124091625,0.926423669,35.86653519,21.28606796,24.47595787,19.47303772,27.68137169,29.74802971,29.72251511,29.36492157,30.05593872,28.09375,,28.09375,25.86700821,27.05989647,2.174999952,2.174999952,2.174999952,2.174999952,1.995613694,9.700996399,13.11678123,15.19007015,14.39128876,13.94771767,5.881053925,11.03618813,14.54738712,14.01294136,13.61855602,,1,2.079441547,943.5999756,479.3999939,-464.1999817,6.849702358,46.9184227,6.172535419,38.10019302,29.26000023,30.44666672,1.186666489,3.376221418,11.39887142,3.415976524,11.66889572,15.96000004,18.2733326,2.313332558,2.770085573,7.673374176,2.905442715,8.441597939,23.12611198,18.97426224,21.0852356,17.93394852,9.352422714,9.924923897,Western,Kakamega,Mumias,Etenje,Musanda,Mukhwenje,LM1-2 - Lower midland 1-2,LM1,Western Transitional,23,,0,36.66666794,4.777777672,,cart,90 kg bag,0.200000003,34.40000153,943.5999756,399.7999878,0,552,15.96,29.26,litre,29.26000023,16.01000023,550.5,3,30.44666672,18.2733326,479.3999939,1320,2409,3139,0.781877756,0,,1,1.609437943,1,6.012993813,5.712888718,-0.076423623,1,4.62497282,3.320759773,0,0,3.335547209,1,6.396929741,0.77702862,1,6.805722713,2.272228718,1,6.55393362,1.771736026,1,1,1,7.786966801,1,7.185387135,1,8.051659584,1,-0.693147182,1,2.708050251,1,0,1,1.386294365,1,1.563975573,1,3.135494232,1,3.601868153
282,1,1.710000038,0.536493421,3.966666667,5.083333333,84000,0,0,0,10093.33301,10000,45200,55293.33203,55200,9088.949219,3605,9088.949219,55293.33203,9.114814758,10.9204073,2250,17334.55,720,7000,7720,0,0,0,0,0,0,0,0,0,0,0,0,2250,1375,0,761.25,7036.25,2136.25,2335.199951,0,26620.80078,26620.80078,26620.80078,26620.80078,26620.80078,26620.80078,26620.80078,26620.80078,26620.80078,26620.80078,26620.80078,26620.80078,26620.80078,26620.80078,7720,10.18944836,8.951569557,533.9298096,221.3596344,29.23976517,0,204.67836,350.8771973,233.9181213,50,0,350,600,400,913.0200195,45,378.5249939,0,,66.66666412,62.9522171,50,66.66666412,,62.30315018,65.50595093,59.52000046,0,0,0,0,0,0,0,0,324,380,4,1751,1708,129,549,749,0,4.142375946,0,0,9.954818726,8.71039772,7.559323788,7.45058918,7.124091625,80.1111145,35.86653519,21.28606796,24.47595787,19.47303772,27.5,29.74802971,29.72251511,29.36492157,30.05593872,28.09375,,28.09375,25.86700821,27.05989647,2.174999952,2.174999952,2.174999952,2.174999952,1.995613694,11.72708321,13.11678123,15.19007015,14.39128876,13.94771767,5.340624809,11.03618813,14.54738712,14.01294136,13.61855602,,1,2.079441547,943.5999756,479.3999939,-464.1999817,6.849702358,46.9184227,6.172535419,38.10019302,29.26000023,30.44666672,1.186666489,3.376221418,11.39887142,3.415976524,11.66889572,15.96000004,18.2733326,2.313332558,2.770085573,7.673374176,2.905442715,8.441597939,23.12611198,18.97426224,21.0852356,17.93394852,9.352422714,9.924923897,Western,Kakamega,Mumias,Etenje,Musanda,Mukhwenje,LM1-2 - Lower midland 1-2,LM1,Western Transitional,60,,0,40,8.428571701,,tonnes,90 kg bag,0.200000003,34.40000153,943.5999756,399.7999878,0,552,15.96,29.26,litre,29.26000023,16.01000023,550.5,3,30.44666672,18.2733326,479.3999939,384,1837,749,0.04928698,0,,1,1.609437943,1,5.936282158,5.399788857,4.383414745,1,3.912023067,3.314186096,0,0,3.335547209,1,5.857933044,0.77702862,1,6.396929741,2.461900949,1,5.991464615,1.675342679,0,0,1,7.515889168,1,5.950642586,1,6.618739128,1,-2.302585125,1,2.302585125,1,0,1,1.945910096,1,2.131627321,1,4.094344616,1,3.68887949
283,1,1.970000029,0.678033531,8.833333333,10.83333333,8700,1,0,0,233.3333282,0,0,233.3333282,0,14373.10156,5695.5,14373.10156,233.3333282,9.573113441,5.452467918,2750,18269.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750,1375,0,489.375,6764.375,1864.375,2406.600098,0,27783.5,27783.5,27783.5,27783.5,27783.5,27783.5,27783.5,27783.5,27783.5,27783.5,27783.5,27783.5,27783.5,27783.5,0,10.23219776,,641.1053467,240.7880707,25.3807106,0,114.2131958,241.116745,139.5939026,50,0,225,475,275,1262.977539,409.5,474.3525085,180,,66.66666412,62.9522171,50,66.66666412,,62.30315018,65.50595093,59.52000046,0,0,0,0,0,0,0,0,177,144,64,1559,1408,400,1443,1566,383.5,4.142375946,0,0,11.38033009,8.71039772,7.559323788,7.45058918,7.124091625,13.90842533,35.86653519,21.28606796,24.47595787,19.47303772,27.5,29.74802971,29.72251511,29.36492157,30.05593872,28.09375,,28.09375,25.86700821,27.05989647,2.174999952,2.174999952,2.174999952,2.174999952,1.995613694,14.24078941,13.11678123,15.19007015,14.39128876,13.94771767,6.779545307,11.03618813,14.54738712,14.01294136,13.61855602,,1,2.079441547,943.5999756,479.3999939,-464.1999817,6.849702358,46.9184227,6.172535419,38.10019302,29.26000023,30.44666672,1.186666489,3.376221418,11.39887142,3.415976524,11.66889572,15.96000004,18.2733326,2.313332558,2.770085573,7.673374176,2.905442715,8.441597939,23.12611198,18.97426224,21.0852356,17.93394852,9.352422714,9.924923897,Western,Kakamega,Mumias,Etenje,Musanda,Mukhwenje,LM1-2 - Lower midland 1-2,LM1,Western Transitional,27,,1,29.5,10,,tonnes,crate,0.200000003,34.40000153,943.5999756,399.7999878,0,552,15.96,29.26,litre,29.26000023,16.01000023,550.5,3,30.44666672,18.2733326,479.3999939,208,1808,1949.5,0.3242338,0.439560443,,1,1.609437943,1,6.161950588,5.483917236,2.632494688,1,3.912023067,3.314186096,0,0,3.335547209,1,5.416100502,0.77702862,1,6.163314819,2.656110287,1,5.616771221,1.913910031,0,0,1,7.499976635,1,5.337538242,1,7.57532835,1,-1.203972816,1,2.302585125,1,1.386294365,1,2.484906673,1,2.302585125,1,3.295836926,1,3.384390354
284,1,1.675999999,0.516409993,1.58,2,3420,1,1,0,11400,13000,0,11400,13000,29828.62109,11782,29828.62109,11400,10.30322361,9.341368675,2364,18434.5,1580,14000,15580,0,1500,1500,0,1500,1500,0,1500,1500,0,0,0,2364,2750,0,413.25,5652.25,3163.25,2515.5,130,26450.75,26450.75,26450.75,26450.75,26450.75,27950.75,27950.75,27950.75,26450.75,27950.75,27950.75,27950.75,26450.75,26450.75,15580,10.18303967,9.653743744,2719.328613,595.1133423,59.66587067,0,113.3651581,236.2768555,173.0310211,100,0,190,396,290,4557.594727,223.6999969,997.4099731,0,,66.66666412,62.9522171,50,66.66666412,,62.30315018,65.50595093,59.52000046,0,23.82759666,0,0,0,23.82759666,23.82759666,0,0,0,0,312,100,216,251,221,45,4.142375946,0,3.170844316,6.544816494,8.71039772,7.559323788,7.45058918,7.124091625,52.66875458,35.86653519,21.28606796,24.47595787,19.47303772,27.5,29.74802971,29.72251511,29.36492157,30.05593872,28.09375,,28.09375,25.86700821,27.05989647,2.174999952,2.174999952,2.174999952,2.174999952,1.995613694,14.27335835,13.11678123,15.19007015,14.39128876,13.94771767,10.90775871,11.03618813,14.54738712,14.01294136,13.61855602,,1,2.079441547,943.5999756,479.3999939,-464.1999817,6.849702358,46.9184227,6.172535419,38.10019302,29.26000023,30.44666672,1.186666489,3.376221418,11.39887142,3.415976524,11.66889572,15.96000004,18.2733326,2.313332558,2.770085573,7.673374176,2.905442715,8.441597939,23.12611198,18.97426224,21.0852356,17.93394852,9.352422714,9.924923897,Western,Kakamega,Mumias,Etenje,Musanda,Mukhwenje,LM1-2 - Lower midland 1-2,LM1,Western Transitional,62,none,1,68,5.666666508,,cart,,0.200000003,34.40000153,943.5999756,399.7999878,0,552,15.96,29.26,litre,29.26000023,16.01000023,550.5,3,30.44666672,18.2733326,479.3999939,0,316,266,0.049082905,0,,1,1.609437943,1,6.905161858,6.388751984,3.964022398,1,4.60517025,3.314186096,0,0,3.335547209,1,5.247024059,0.77702862,1,5.981414318,2.658394814,1,5.669880867,2.389474392,0,1,1,5.755742073,0,0,1,5.583496094,1,-2.302585125,1,2.708050251,1,-0.693147182,0,0,1,1.734601021,1,4.127134323,1,4.219507694
287,1,1.144999981,0.135404617,5.853333333,6.666666667,4700,0,0,0,420,5000,0,420,5000,11565.66211,2982,11565.66211,420,9.35579586,6.040254593,0,1343.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.7999878,469.7999878,469.7999878,51.5,0,1813.050049,1813.050049,1813.050049,1813.050049,1813.050049,1813.050049,1813.050049,1813.050049,1813.050049,1813.050049,1813.050049,1813.050049,1813.050049,1813.050049,0,7.502765656,,2103.742432,242.27948,0,0,188.646286,188.646286,188.646286,0,0,216,216,216,2408.784912,518,277.4100037,0,,60.13513565,62.9522171,61.02941132,59.73684311,60.55555725,62.30315018,65.50595093,59.52000046,0,0,0,0,0,0,0,0,200,104,96,784,604,183.5,81.30000305,65,20.29999924,4.142375946,0,0,4.801450729,7.1498909,7.559323788,7.45058918,7.124091625,5.756756783,4.737124443,21.28606796,24.47595787,19.47303772,30.23531532,30.23531532,29.72251511,29.36492157,30.05593872,32,32,28.09375,25.86700821,27.05989647,2.174999952,2.174999952,2.174999952,2.174999952,1.995613694,2.174999952,17.85533905,15.19007015,14.39128876,13.94771767,2.174999952,17.867733,14.54738712,14.01294136,13.61855602,,1,2.079441547,943.5999756,479.3999939,-464.1999817,6.849702358,46.9184227,6.172535419,38.10019302,29.26000023,30.44666672,1.186666489,3.376221418,11.39887142,3.415976524,11.66889572,15.96000004,18.2733326,2.313332558,2.770085573,7.673374176,2.905442715,8.441597939,23.12611198,18.97426224,21.0852356,17.93394852,9.352422714,9.924923897,Western,Kakamega,Mumias,Etenje,Musanda,Ebuchilinya,LM1-2 - Lower midland 1-2,LM1,Western Transitional,17,,1,26.66666603,5.5,litre,,litre,0.200000003,34.40000153,943.5999756,399.7999878,0,552,15.96,29.26,litre,29.26000023,16.01000023,550.5,3,30.44666672,18.2733326,479.3999939,200,787.5,85.30000305,0.215046182,0,,1,1.609437943,1,5.625496387,5.490091801,1.750374198,0,0,3.409010649,0,0,3.465735912,1,5.375278473,0.77702862,1,5.375278473,0.77702862,1,5.375278473,0.77702862,0,0,1,6.668863297,1,5.298317432,1,4.446174622,1,1.098612309,1,3.218875885,1,1.098612309,1,1.791759491,1,1.704748034,1,2.833213329,1,3.283414364
290,1,3.150000095,1.147402525,5.74,6,0,1,1,0,16250,0,0,16250,0,16315.10645,9582,16315.10645,16250,9.699846268,9.695848465,0,18203.5,3120,0,3120,1888.56665,0,1888.56665,1869.094482,0,1869.094482,1965.178467,0,1965.178467,0,0,0,0,0,0,870,1248,870,265,135,19451.5,21340.06641,21320.59375,21416.67773,19451.5,19451.5,19451.5,19451.5,19451.5,21340.06641,21320.59375,21416.67773,19451.5,21340.06641,3120,9.968341827,8.045588493,1059.812622,259.4952087,0,0,126.9841232,130.7936401,126.9841232,0,0,400,412,400,3338.409912,0,817.4099731,0,,60.13513565,62.9522171,61.02941132,59.73684311,60.55555725,62.30315018,65.50595093,59.52000046,30,0,30,30,0,0,0,0,128,0,128,1604,1520,284,381,565,36,4.142375946,3.401197433,0,4.887089252,7.1498909,7.559323788,7.45058918,7.124091625,4.737124443,4.737124443,21.28606796,24.47595787,19.47303772,30.23531532,30.23531532,29.72251511,29.36492157,30.05593872,32,32,28.09375,25.86700821,27.05989647,2.174999952,2.174999952,2.174999952,2.174999952,1.995613694,3.029126167,17.85533905,15.19007015,14.39128876,13.94771767,2.174999952,17.867733,14.54738712,14.01294136,13.61855602,,1,2.079441547,943.5999756,479.3999939,-464.1999817,6.849702358,46.9184227,6.172535419,38.10019302,29.26000023,30.44666672,1.186666489,3.376221418,11.39887142,3.415976524,11.66889572,15.96000004,18.2733326,2.313332558,2.770085573,7.673374176,2.905442715,8.441597939,23.12611198,18.97426224,21.0852356,17.93394852,9.352422714,9.924923897,Western,Kakamega,Mumias,Etenje,Musanda,Ebuchilinya,LM1-2 - Lower midland 1-2,LM1,Western Transitional,62,none,1,32.29999924,7.099999905,litre,litre,bunches,0.200000003,34.40000153,943.5999756,399.7999878,0,552,15.96,29.26,litre,29.26000023,16.01000023,550.5,3,30.44666672,18.2733326,479.3999939,128,1804,601,0,,,1,1.609437943,1,6.706140995,5.558738232,1.555430293,0,0,3.409010649,0,0,3.465735912,1,5.991464615,0.77702862,1,6.021023273,1.108274221,1,5.991464615,0.77702862,1,0,1,7.497761726,1,4.852030277,1,6.398594856,1,1.098612309,1,1.098612309,1,1.791759491,0,0,1,1.96009481,1,4.127134323,1,3.475067139
292,1,2.799999952,1.029619455,6.8,8,39000,1,1,1,168,0,0,168,0,14310.5,9973,14310.5,168,9.568748474,5.123963833,300,23608.75,0,0,0,125.9044342,600,725.9044189,124.6063004,600,724.6063232,0,600,600,119.0400009,0,119.0400009,300,1375,0,0,1627,1375,285,135,25535.75,25661.6543,25660.35547,25535.75,25654.78906,26135.75,26135.75,26135.75,25535.75,26261.6543,26260.35547,26135.75,25654.78906,25661.6543,0,10.15275288,,430.0410767,309.3267822,17.8571434,0,0,20.7142868,17.8571434,50,0,0,58,50,1204.11499,0,866.1149902,0,,60.13513565,62.9522171,61.02941132,59.73684311,60.55555725,62.30315018,65.50595093,59.52000046,2,9.531038284,2,0,2,9.531038284,9.531038284,0,38,10,28,503.5,468,90.5,87,86,34,4.142375946,0.693147182,2.254553556,11.88466263,7.1498909,7.559323788,7.45058918,7.124091625,4.737124443,4.737124443,21.28606796,24.47595787,19.47303772,27.5,30.23531532,29.72251511,29.36492157,30.05593872,32,32,28.09375,25.86700821,27.05989647,2.174999952,2.174999952,2.174999952,2.174999952,1.995613694,28.05172348,17.85533905,15.19007015,14.39128876,13.94771767,27.5,17.867733,14.54738712,14.01294136,13.61855602,,1,2.079441547,943.5999756,479.3999939,-464.1999817,6.849702358,46.9184227,6.172535419,38.10019302,29.26000023,30.44666672,1.186666489,3.376221418,11.39887142,3.415976524,11.66889572,15.96000004,18.2733326,2.313332558,2.770085573,7.673374176,2.905442715,8.441597939,23.12611198,18.97426224,21.0852356,17.93394852,9.352422714,9.924923897,Western,Kakamega,Mumias,Etenje,Musanda,Ebuchilinya,LM1-2 - Lower midland 1-2,LM1,Western Transitional,44,,1,31,8.5,numbers,,numbers,0.200000003,34.40000153,943.5999756,399.7999878,0,552,15.96,29.26,litre,29.26000023,16.01000023,550.5,3,30.44666672,18.2733326,479.3999939,38,558.5,120,0,,,1,1.609437943,1,6.764017582,5.734398365,1.555430293,1,3.912023067,3.314186096,0,0,3.465735912,0,0,0.77702862,1,4.060442924,3.334050179,1,3.912023067,3.314186096,1,1,1,6.32525444,1,3.637586117,1,4.787491798,1,1.609437943,1,2.995732307,1,1.609437943,1,2.079441547,1,2.140066147,1,3.784189701,1,3.433987141
293,1,2.980000019,1.091923356,2.373333333,3.166666667,19000,0,0,0,233.3333282,0,0,233.3333282,0,196531.6563,3593,196531.6563,233.3333282,12.18857861,5.452467918,0,31158.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,80,31158.59961,31158.59961,31158.59961,31158.59961,31158.59961,31158.59961,31158.59961,31158.59961,31158.59961,31158.59961,31158.59961,31158.59961,31158.59961,31158.59961,0,10.34684563,,37253.92578,115.4748306,0,0,0,0,0,0,0,0,0,0,111016.6953,110205,344.1149902,90,,60.13513565,62.9522171,61.02941132,59.73684311,60.55555725,62.30315018,65.50595093,59.52000046,0,0,0,0,0,0,0,0,66,65,1,60,56,10,203.5,188.5,26,4.142375946,0,0,1.770289183,7.1498909,7.559323788,7.45058918,7.124091625,0.032602876,4.737124443,21.28606796,24.47595787,19.47303772,30.23531532,30.23531532,29.72251511,29.36492157,30.05593872,32,32,28.09375,25.86700821,27.05989647,2.174999952,2.174999952,2.174999952,2.174999952,1.995613694,17.85533905,17.85533905,15.19007015,14.39128876,13.94771767,17.867733,17.867733,14.54738712,14.01294136,13.61855602,,1,2.079441547,943.5999756,479.3999939,-464.1999817,6.849702358,46.9184227,6.172535419,38.10019302,29.26000023,30.44666672,1.186666489,3.376221418,11.39887142,3.415976524,11.66889572,15.96000004,18.2733326,2.313332558,2.770085573,7.673374176,2.905442715,8.441597939,23.12611198,18.97426224,21.0852356,17.93394852,9.352422714,9.924923897,Western,Kakamega,Mumias,Etenje,Musanda,Ebuchilinya,LM1-2 - Lower midland 1-2,LM1,Western Transitional,75,none,0,40.40000153,2,,,litre,0.200000003,34.40000153,943.5999756,399.7999878,0,552,15.96,29.26,litre,29.26000023,16.01000023,550.5,3,30.44666672,18.2733326,479.3999939,66,66,214.5,0.992688537,0.00081666,,1,1.609437943,1,5.840975761,4.749052525,-3.423354864,0,0,3.409010649,0,0,3.465735912,0,0,0.77702862,0,0,2.882302523,0,0,2.882996559,0,0,1,4.189654827,1,4.189654827,1,5.368309975,1,-1.897119999,1,3.218875885,1,1.098612309,0,0,1,0.693147182,1,4.317488194,1,3.698829889
294,1,1.019999981,0.019802609,5.465,6.166666667,16800,0,0,0,6760,5000,8500,15260,13500,53336.55469,4864,53336.55469,15260,10.88437748,9.632989883,400,7793.6,590,0,590,440.6655273,0,440.6655273,436.1220703,0,436.1220703,458.5416565,0,458.5416565,0,0,0,400,0,0,391.5,391.5,391.5,0,0,8585.099609,9025.765625,9021.22168,9043.641602,8585.099609,8585.099609,8585.099609,8585.099609,8585.099609,9025.765625,9021.22168,9043.641602,8585.099609,9025.765625,590,9.107838631,6.380122662,27169.43164,455.7059021,0,0,176.4705963,176.4705963,176.4705963,0,0,180,180,180,27712.82031,27000,464.8200073,0,,60.13513565,62.9522171,61.02941132,59.73684311,60.55555725,62.30315018,65.50595093,59.52000046,7,0,7,7,0,0,0,0,92,95,0,90,73,37,140.5,143.5,38.5,4.142375946,1.945910096,0,1.924616575,7.1498909,7.559323788,7.45058918,7.124091625,0.180148154,4.737124443,21.28606796,24.47595787,19.47303772,30.23531532,30.23531532,29.72251511,29.36492157,30.05593872,32,32,28.09375,25.86700821,27.05989647,2.174999952,2.174999952,2.174999952,2.174999952,1.995613694,2.174999952,17.85533905,15.19007015,14.39128876,13.94771767,2.174999952,17.867733,14.54738712,14.01294136,13.61855602,,1,2.079441547,943.5999756,479.3999939,-464.1999817,6.849702358,46.9184227,6.172535419,38.10019302,29.26000023,30.44666672,1.186666489,3.376221418,11.39887142,3.415976524,11.66889572,15.96000004,18.2733326,2.313332558,2.770085573,7.673374176,2.905442715,8.441597939,23.12611198,18.97426224,21.0852356,17.93394852,9.352422714,9.924923897,Western,Kakamega,Mumias,Etenje,Musanda,Ebuchilinya,LM1-2 - Lower midland 1-2,LM1,Western Transitional,25,,1,39.75,6.75,,,kg,0.200000003,34.40000153,943.5999756,399.7999878,0,552,15.96,29.26,litre,29.26000023,16.01000023,550.5,3,30.44666672,18.2733326,479.3999939,95,110,182,0.974278331,0,,1,1.609437943,1,6.1416502,6.12184763,-1.713975668,0,0,3.409010649,0,0,3.465735912,1,5.192956924,0.77702862,1,5.192956924,0.77702862,1,5.192956924,0.77702862,1,0,1,4.700480461,1,4.553876877,1,5.204006672,1,-1.609437943,1,3.218875885,1,0.693147182,1,2.079441547,1,1.909542561,1,3.218875885,1,3.682609797
295,1,1.120000005,0.113328688,7.37,9.333333333,39800,1,0,0,466.6666565,0,0,466.6666565,0,48276.94141,6514,48276.94141,466.6666565,10.78470898,6.145615101,20,8681.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.625,0,0,254.625,128.625,1.200000048,0,8955.875,8955.875,8955.875,8955.875,8955.875,8955.875,8955.875,8955.875,8955.875,8955.875,8955.875,8955.875,8955.875,8955.875,0,9.100065231,,22077.91992,535.5535889,3.125,0,0,6.696428776,3.125,3.5,0,0,7.5,3.5,24727.26953,24050,599.8200073,0,,60.13513565,62.9522171,61.02941132,59.73684311,60.55555725,62.30315018,65.50595093,59.52000046,0,0,0,0,0,0,0,0,98,98,0,78.5,77.5,137.5,49,49,18,4.142375946,0,0,1.952376604,7.1498909,7.559323788,7.45058918,7.124091625,0.270852387,4.737124443,21.28606796,24.47595787,19.47303772,36.75,30.23531532,29.72251511,29.36492157,30.05593872,32,32,28.09375,25.86700821,27.05989647,2.174999952,2.174999952,2.174999952,2.174999952,1.995613694,33.95000076,17.85533905,15.19007015,14.39128876,13.94771767,36.75,17.867733,14.54738712,14.01294136,13.61855602,,1,2.079441547,943.5999756,479.3999939,-464.1999817,6.849702358,46.9184227,6.172535419,38.10019302,29.26000023,30.44666672,1.186666489,3.376221418,11.39887142,3.415976524,11.66889572,15.96000004,18.2733326,2.313332558,2.770085573,7.673374176,2.905442715,8.441597939,23.12611198,18.97426224,21.0852356,17.93394852,9.352422714,9.924923897,Western,Kakamega,Mumias,Etenje,Musanda,Ebuchilinya,LM1-2 - Lower midland 1-2,LM1,Western Transitional,15,,0,28.5,2.75,,,kg,0.200000003,34.40000153,943.5999756,399.7999878,0,552,15.96,29.26,litre,29.26000023,16.01000023,550.5,3,30.44666672,18.2733326,479.3999939,98,215,67,0.972610414,0,,1,1.609437943,1,6.39662981,6.283300877,-1.306181312,1,1.252762914,3.604138136,0,0,3.465735912,0,0,0.77702862,1,2.014903069,3.524888992,1,1.252762914,3.604138136,0,0,1,5.370637894,1,4.584967613,1,4.204692841,1,-2.302585125,1,3.218875885,1,0.693147182,1,0,1,1.011600971,1,2.708050251,1,3.34990406
