hhid,yr07,acres,lacres,aehhsize,hhsize,offrinc,hyb_F,hybmz_F,hybfmz_F,hybfmz2_F,revlssoldc_F,revlssoldo_F,revlsprodc_F,revlsprodo_F,revlsmilk_F,revlsprod1_F,revlsprod2_F,revlssold_F,revlsc_F,revls1_F,revls2_F,revls3_F,revctot_F,revcmaiz_F,revcrp,revls,lrevcrp,lrevls,costlp_F,costsdtot_F,costlspurchc_F,costlspurch_F,costlsvar2_F,costlsvar1_F,costls1c_F,costls1_F,costls2c_F,costls2_F,costlabhwg_F,costlabhcon_F,costlabhboth_F,costlabhwgM_F,costlabhconM_F,costlabhbothM_F,costlabhwgPRE_F,costlabhconPRE_F,costlabhbothPRE_F,costlabhwgPOST_F,costlabhconPOST_F,costlabhbothPOST_F,costlp2_F,costfdap_F,costfcan_F,costfman_F,costftot_F,costfdcm_F,costsdtot2_F,costsdmaiz_F,costctotnolab_F,costctot_F,costctotM_F,costctotPRE_F,costctotPOST_F,costctot2_F,costctotM2_F,costctotPRE2_F,costctotPOST2_F,costctot3_F,costctotM3_F,costctotPRE3_F,costctotPOST3_F,costcrp,costls,lcostcrp,lcostls,yieldtot_F,yieldmaiz,fertacdap_F,fertaccan_F,fertacman_F,fertactot_F,fertacdcm_F,kgfertDAP,kgfertCAN,kgfertMAN,kgfertTOT,kgfertDCM,kgctot_F,kgcsoldtot_F,kgmaiz,kgcsoldmaiz_F,labhwg_daywage2,labhwg_daywage_vil,labhwg_daywage_dist,labhwg_daywageM_vil,labhwg_daywagePRE_vil,labhwg_daywagePOST_vil,labhwg_daywageM_dist,labhwg_daywagePRE_dist,labhwg_daywagePOST_dist,labhwg,labhcon,labhwg_qtyM_F,labhwg_qtyPRE_F,labhwg_qtyPOST_F,labhcon_qtyM_F,labhcon_qtyPRE_F,labhcon_qtyPOST_F,labfamchil_qtyM_F,labfamchil_qtyPRE_F,labfamchil_qtyPOST_F,labfamfem_qtyM_F,labfamfem_qtyPRE_F,labfamfem_qtyPOST_F,labfammale_qtyM_F,labfammale_qtyPRE_F,labfammale_qtyPOST_F,llabhwg_daywage_dist,llabhwg,llabhcon,pkgctot_F,pkgctot_vil,pkgctot_div,pkgctot_dist,pkgctot_prov,pkgmaiz,pkgcmaiz_vil,pkgcmaiz_div,pkgcmaiz_dist,pkgcmaiz_prov,pkgfertDAP,pkgfdap_vil,pkgfdap_div,pkgfdap_dist,pkgfdap_prov,pkgfertCAN,pkgfcan_vil,pkgfcan_div,pkgfcan_dist,pkgfcan_prov,pkgfertMAN,pkgfman_vil,pkgfman_div,pkgfman_dist,pkgfman_prov,pkgfertTOT,pkgftot_vil,pkgftot_div,pkgftot_dist,pkgftot_prov,pkgfertDCM,pkgfdcm_vil,pkgfdcm_div,pkgfdcm_dist,pkgfdcm_prov,drainage,dumdrainage,ldrainage,rain,rainPC,diffrain,lrain,lrainsq,lrainPC,lrainsqPC,tmax,tmaxPC,difftmax,ltmax,ltmaxsq,ltmaxPC,ltmaxsqPC,tmin,tminPC,difftmin,ltmin,ltminsq,ltminPC,ltminsqPC,lrltx,lrltn,lrltxPC,lrltnPC,ltxltn,ltxltnPC,prov,dist,div,location,subloc,vil,aez,aezsmall,zone,age,educ,gend,ageavg,educavg,dextn,dmtroad,dtmroad,latitude,longitude,main07,short07,mainstress07,qwetpre,qwetit,qwetxt,QWETM1,qwetxtdiv,qwetitdiv,qwetprediv,QWETM1div,qwetPC10a2axtE1,qwetPC10a2aitE1,qwetPC10a2apreE1,famchil,famfem,fammale,pctsoldtot_F,pctsoldmaiz_F,depth,dumdepth,ldepth,dummaiz,lkgmaiz,lyieldmaiz,lpkgmaiz,dumkgfertDAP,lkgfertDAP,lpkgfertDAP,dumkgfertCAN,lkgfertCAN,lpkgfertCAN,dumkgfertMAN,lkgfertMAN,lpkgfertMAN,dumkgfertTOT,lkgfertTOT,lpkgfertTOT,dumkgfertDCM,lkgfertDCM,lpkgfertDCM,dumlabhwg,dumlabhcon,dumfem,lfamfem,dumchil,lfamchil,dummale,lfammale,dumdmtroad,ldmtroad,dumdtmroad,ldtmroad,dumdextn,ldextn,dumeduc,leduc,dumeducavg,leducavg,dumage,lage,dumageavg,lageavg
42,1,1,0,6.146666667,7.166666667,108000,1,1,1,0,0,0,0,-2100,0,150,-2100,0,0,150,-2100,0,17724.48633,11750,17724.48633,150,9.782702446,5.010635376,800,2044.7,0,0,60,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,800,2662.5,2250,0,4912.5,4912.5,380,280,7757.200195,7757.200195,7757.200195,7757.200195,7757.200195,7757.200195,7757.200195,7757.200195,7757.200195,7757.200195,7757.200195,7757.200195,7757.200195,7757.200195,0,8.956377029,,2205.050049,1207.050049,75,75,0,150,150,75,75,0,150,150,2205.050049,707.5,1207.050049,0,70,60,82,60,,60,84.58823395,86.15384674,73,0,0,0,0,0,0,0,0,0,0,0,100,122,6,994,890,304,4.406719208,0,0,8.038133621,9.170759201,9.568139076,9.494667053,10.32773113,16.60777473,7.668298244,8.835585594,12.50578499,15.4458437,35.5,35.43931198,35.48926926,35.56235504,35.09943771,30,30.175354,30.37916374,30.37097549,29.24797821,1.996267676,1.996267676,1.934056401,1.952377319,1.947020173,32.75,13.18692493,15.36762333,16.66186905,15.06414509,32.75,13.74748325,15.77748108,17.3638134,14.72443485,Aug,1,2.079441547,659.1206665,456.7999878,-202.3206787,6.490906715,42.13187027,6.124245644,37.5063858,27.93000031,27.07999992,-0.850000381,3.329701424,11.0869112,3.298795462,10.88205147,14.32999992,13.83333302,-0.496666908,2.662355185,7.088135242,2.627081156,6.901555061,21.61278152,17.28109932,20.2026329,16.08889008,8.864848137,8.666203499,Rift Valley,Trans Nzoia,Cherangani,Kaplamai,Kimison,Kaplamai,UM2-6 - Upper midland 2-6,UM4,High Potential Maize Zone,16,std 7,0,20.375,6.375,,,,1,35.09999847,659.1206665,,0.125,395,14.33,27.93,Apr,27.61499977,13.97999954,392,4,27.07999992,13.83333302,456.7999878,0,128,1194,0.320854396,0,Very deep,1,1.945910096,1,7.095934868,7.095934868,2.809870958,1,4.317488194,3.569532633,1,4.317488194,3.401197433,0,0,0.691279292,1,5.010635376,3.488903046,1,5.010635376,3.488903046,0,0,1,4.852030277,0,0,1,7.085064411,1,-2.302585125,1,1.386294365,1,2.079441547,1,1.945910096,1,1.85238409,1,2.77258873,1,3.014308691
43,1,1.710000038,0.536493421,10.825,12.91666667,22000,1,1,1,0,0,750,1000,1950,12487.5,1000,2950,750,1000,1750,3700,13237.5,67610.91406,33250,67610.91406,1750,11.12152481,7.467370987,800,6880,11000,0,5284,624,11624,624,16284,5284,0,0,0,0,0,0,0,0,0,0,0,0,800,3550,3115,2200,8900,8865,691,480,16580,16580,16580,16580,16580,16580,16580,16580,16580,16580,16580,16580,16580,16580,624,9.715952873,6.436150551,3924.075928,1802.473633,58.47953033,60.58479309,643.2748413,762.9239502,762.3391724,100,103.5999985,1100,1304.599976,1303.599976,6710.169922,2912,3082.22998,810,70,75,82,80,80,50,84.58823395,86.15384674,73,0,0,0,0,0,0,0,0,252,0,272,555,803,84,336,364,96,4.406719208,0,0,10.07588673,10.19822693,9.568139076,9.494667053,10.32773113,11.41826916,12.24784946,8.835585594,12.50578499,15.4458437,35.5,35.45692825,35.48926926,35.56235504,35.09943771,30.06756783,30.15533066,30.37916374,30.37097549,29.24797821,2,1.949181199,1.934056401,1.952377319,1.947020173,6.822014332,20.40212631,15.36762333,16.66186905,15.06414509,6.800398827,21.48016167,15.77748108,17.3638134,14.72443485,Aug,1,2.079441547,546.8983765,456.7999878,-90.09838867,6.304263115,39.74373245,6.124245644,37.5063858,27.29999924,27.07999992,-0.219999313,3.306886673,10.93549919,3.298795462,10.88205147,13.63000011,13.83333302,0.203332901,2.612273216,6.823971748,2.627081156,6.901555061,20.84748268,16.46845818,20.2026329,16.08889008,8.638491631,8.666203499,Rift Valley,Trans Nzoia,Cherangani,Kaplamai,Motosiet,Motosiet,UM2-6 - Upper midland 2-6,UM4,High Potential Maize Zone,0,pre school,1,17.33333397,4.466666698,,,,1,35.20000076,546.8983765,,0.375,389,13.63,27.3,Apr,27.61499977,13.97999954,392,4,27.07999992,13.83333302,456.7999878,272,887,460,0.433968157,0.27815935,Very deep,1,1.945910096,1,8.033408165,7.49691534,2.43521452,1,4.60517025,3.569532633,1,4.640537262,3.403447151,1,7.003065586,0.693147182,1,7.173651695,1.92015481,1,7.172884941,1.91698122,0,0,1,6.787845135,1,5.605802059,1,6.13122654,1,0,1,1.098612309,1,0,0,0,1,1.49664247,0,0,1,2.852631569
44,1,0.850000024,-0.162518904,5.766666667,6.833333333,12000,1,1,1,0,0,0,0,-6450,0,200,-6450,0,0,200,-6450,0,17571.84375,9500,17571.84375,200,9.774053574,5.298317432,0,1299.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.5,750,651.5999756,2289.100098,2289.100098,321,240,3588.600098,3588.600098,3588.600098,3588.600098,3588.600098,3588.600098,3588.600098,3588.600098,3588.600098,3588.600098,3588.600098,3588.600098,3588.600098,3588.600098,0,8.185517311,,2125.023438,1076.258789,29.41176414,29.41176414,378.8235168,437.6470337,437.6470337,25,25,322,372,372,1806.27002,707,914.8200073,360,50,75,82,80,80,50,84.58823395,86.15384674,73,0,0,0,0,0,0,0,0,292,140,152,176,146,44,57,55,10,4.406719208,0,0,9.728248596,10.19822693,9.568139076,9.494667053,10.32773113,13.43705845,12.24784946,8.835585594,12.50578499,15.4458437,35.5,35.45692825,35.48926926,35.56235504,35.09943771,30,30.15533066,30.37916374,30.37097549,29.24797821,2.023602486,1.949181199,1.934056401,1.952377319,1.947020173,6.153494835,20.40212631,15.36762333,16.66186905,15.06414509,6.153494835,21.48016167,15.77748108,17.3638134,14.72443485,Aug,1,2.079441547,546.8983765,456.7999878,-90.09838867,6.304263115,39.74373245,6.124245644,37.5063858,27.29999924,27.07999992,-0.219999313,3.306886673,10.93549919,3.298795462,10.88205147,13.63000011,13.83333302,0.203332901,2.612273216,6.823971748,2.627081156,6.901555061,20.84748268,16.46845818,20.2026329,16.08889008,8.638491631,8.666203499,Rift Valley,Trans Nzoia,Cherangani,Kaplamai,Motosiet,Motosiet,UM2-6 - Upper midland 2-6,UM4,High Potential Maize Zone,31,form 5,1,24.07692337,7.153846264,,,,1,35.20000076,546.8983765,,0.375,389,13.63,27.3,Apr,27.61499977,13.97999954,392,4,27.07999992,13.83333302,456.7999878,292,190,65,0.391414344,0.509193778,Very deep,1,1.945910096,1,6.818727493,6.981245995,2.5980165,1,3.218875885,3.569532633,1,3.218875885,3.401197433,1,5.774551392,0.704879344,1,5.918893814,1.817020178,1,5.918893814,1.817020178,0,0,1,5.247024059,1,5.676753998,1,4.174387455,1,0.693147182,1,1.386294365,1,0.693147182,1,2.564949274,1,1.967650175,1,3.433987141,1,3.18125391
45,1,4.099999905,1.4109869,8.52,11,39900,1,1,1,0,0,0,-12500,3450,22950,1000,-9050,0,-12500,1000,-9050,22950,59180,42500,59180,1000,10.98833847,6.907755375,6300,7243.6,0,0,6980,1820,1820,1820,6980,6980,0,6900,6900,0,4100,4100,0,6100,6100,0,800,800,6000,9865,6000,0,15865,15865,4070,4010,29408.59961,29408.59961,29408.59961,29408.59961,29408.59961,36308.60156,33508.60156,35508.60156,30208.59961,36308.60156,33508.60156,35508.60156,30208.59961,29408.59961,1820,10.28904247,7.506591797,1244.041504,947.5170288,67.81707001,48.78048706,0,116.5975571,116.5975571,278.0499878,200,0,478.0499878,478.0499878,5100.569824,2700,3884.819824,2340,50,75,82,80,80,50,84.58823395,86.15384674,73,0,84.14633942,0,0,0,50,74.39024353,9.756097794,0,0,0,432,256,459,0,0,0,4.406719208,0,4.432557583,11.60262489,10.19822693,9.568139076,9.494667053,10.32773113,15.74074078,12.24784946,8.835585594,12.50578499,15.4458437,35.47923279,35.45692825,35.48926926,35.56235504,35.09943771,30,30.15533066,30.37916374,30.37097549,29.24797821,1.949181199,1.949181199,1.934056401,1.952377319,1.947020173,33.18690491,20.40212631,15.36762333,16.66186905,15.06414509,33.18690491,21.48016167,15.77748108,17.3638134,14.72443485,Aug,1,2.079441547,546.8983765,456.7999878,-90.09838867,6.304263115,39.74373245,6.124245644,37.5063858,27.29999924,27.07999992,-0.219999313,3.306886673,10.93549919,3.298795462,10.88205147,13.63000011,13.83333302,0.203332901,2.612273216,6.823971748,2.627081156,6.901555061,20.84748268,16.46845818,20.2026329,16.08889008,8.638491631,8.666203499,Rift Valley,Trans Nzoia,Cherangani,Kaplamai,Motosiet,Motosiet,UM2-6 - Upper midland 2-6,UM4,High Potential Maize Zone,11,std 5,0,15.63636398,4,,,,1,35.20000076,546.8983765,,0.375,389,13.63,27.3,Apr,27.61499977,13.97999954,392,4,27.07999992,13.83333302,456.7999878,0,715,0,0.529352605,0.866666675,Very deep,1,1.945910096,1,8.264831543,6.853845119,2.756252289,1,5.627800941,3.568947554,1,5.298317432,3.401197433,0,0,0.66740936,1,6.169715405,3.502155304,1,6.169715405,3.502155304,0,1,1,6.572282314,0,0,0,0,1,-0.223143548,1,1.098612309,1,0.693147182,1,1.609437943,1,1.386294365,1,2.397895336,1,2.749599218
46,1,1.559999943,0.444685787,7.32,8.666666667,18000,1,1,0,0,0,0,3500,1800,0,900,5300,0,3500,900,5300,0,14425.0293,5500,14425.0293,900,9.576720238,6.802394867,1600,3637.5,15000,1200,1094,794,15794,1994,16094,2294,82,510,592,84.58823395,510,594.5882568,86.15384674,510,596.1538696,0,0,0,1600,0,0,800,800,800,1100,1100,6037.5,6119.5,6122.088379,6123.653809,6037.5,6547.5,6547.5,6547.5,6037.5,6629.5,6632.088379,6633.653809,6037.5,6119.5,1994,8.71923542,7.597898006,1058.5,355.6538696,0,0,256.4102783,256.4102783,256.4102783,0,0,400,400,400,1651.26001,0,554.8200073,0,100,75,82,80,80,50,84.58823395,86.15384674,73,1,6.219511986,1,1,0,6.219511986,6.219511986,0,0,0,0,384,256,256,101,101,64,4.406719208,0,1.827691436,8.735771179,10.19822693,9.568139076,9.494667053,10.32773113,12.24784946,12.24784946,8.835585594,12.50578499,15.4458437,35.45692825,35.45692825,35.48926926,35.56235504,35.09943771,30.15533066,30.15533066,30.37916374,30.37097549,29.24797821,2,1.949181199,1.934056401,1.952377319,1.947020173,2,20.40212631,15.36762333,16.66186905,15.06414509,2,21.48016167,15.77748108,17.3638134,14.72443485,Aug,1,2.079441547,546.8983765,456.7999878,-90.09838867,6.304263115,39.74373245,6.124245644,37.5063858,27.29999924,27.07999992,-0.219999313,3.306886673,10.93549919,3.298795462,10.88205147,13.63000011,13.83333302,0.203332901,2.612273216,6.823971748,2.627081156,6.901555061,20.84748268,16.46845818,20.2026329,16.08889008,8.638491631,8.666203499,Rift Valley,Trans Nzoia,Cherangani,Kaplamai,Motosiet,Motosiet,UM2-6 - Upper midland 2-6,UM4,High Potential Maize Zone,5,pre school,0,23.70000076,6.599999905,,,,1,35.20000076,546.8983765,,0.375,389,13.63,27.3,Apr,27.61499977,13.97999954,392,4,27.07999992,13.83333302,456.7999878,0,512,165,0,,Very deep,1,1.945910096,1,6.31864357,5.873958111,2.505350351,0,0,3.568318605,0,0,3.406361818,1,5.991464615,0.693147182,1,5.991464615,0.693147182,1,5.991464615,0.693147182,1,1,1,6.238324642,0,0,1,5.105945587,1,-1.609437943,1,2.197224617,1,0,0,0,1,1.887069583,1,1.609437943,1,3.16547513
47,1,5.75,1.749199867,2.983333333,3.583333333,0,1,1,1,0,0,750,500,-750,13800,600,-250,750,500,1350,500,14550,141506.3125,103000,141506.3125,1350,11.86009979,7.207859993,6800,9330.4,5500,3600,11500,9100,14600,12700,17000,15100,0,14820,14820,0,13920,13920,0,5600,5600,0,9220,9220,6800,11650,6000,0,17650,17650,1350,1350,33780.39844,33780.39844,33780.39844,33780.39844,33780.39844,48600.39844,47700.39844,39380.39844,43000.39844,48600.39844,47700.39844,39380.39844,43000.39844,33780.39844,12700,10.42763615,9.449357033,2174.587891,1632.980835,56.52173996,34.78260803,0,140,91.30434418,325,200,0,805,525,12503.87988,6482.120117,9389.639648,4950,70,75,82,80,80,50,84.58823395,86.15384674,73,0,180.7317047,0,0,0,169.7561035,68.29268646,112.4390259,0,0,0,224,32,192,80,64,64,4.406719208,0,5.197013855,11.31699276,10.19822693,9.568139076,9.494667053,10.32773113,15.88986301,12.24784946,8.835585594,12.50578499,15.4458437,35.84615326,35.45692825,35.48926926,35.56235504,35.09943771,30,30.15533066,30.37916374,30.37097549,29.24797821,1.949181199,1.949181199,1.934056401,1.952377319,1.947020173,21.92546654,20.40212631,15.36762333,16.66186905,15.06414509,33.61904907,21.48016167,15.77748108,17.3638134,14.72443485,Aug,1,2.079441547,546.8983765,456.7999878,-90.09838867,6.304263115,39.74373245,6.124245644,37.5063858,27.29999924,27.07999992,-0.219999313,3.306886673,10.93549919,3.298795462,10.88205147,13.63000011,13.83333302,0.203332901,2.612273216,6.823971748,2.627081156,6.901555061,20.84748268,16.46845818,20.2026329,16.08889008,8.638491631,8.666203499,Rift Valley,Trans Nzoia,Cherangani,Kaplamai,Motosiet,Motosiet,UM2-6 - Upper midland 2-6,UM4,High Potential Maize Zone,32,form 5,0,42.42856979,6.142857075,,,,1,35.20000076,546.8983765,,0.375,389,13.63,27.3,Apr,27.61499977,13.97999954,392,4,27.07999992,13.83333302,456.7999878,0,224,128,0.518408716,0.763639033,Very deep,1,1.945910096,1,9.147361755,7.398162365,2.765681267,1,5.783825397,3.579236269,1,5.298317432,3.401197433,0,0,0.66740936,1,6.690842152,3.087648869,1,6.26339817,3.51509285,0,1,1,5.411645889,0,0,1,4.852030277,1,-2.302585125,1,2.302585125,1,1.945910096,1,2.564949274,1,1.815289974,1,3.465735912,1,3.747822046
49,1,1.00999999,0.009950321,1.68,2,30000,1,1,1,0,0,600,14500,0,32850,1350,14500,600,14500,1950,15100,33450,17118.75,15375,17118.75,1950,9.747929573,7.575584888,1200,2030,0,0,4660,2280,2280,2280,4660,4660,738,800,1538,761.2941284,800,1561.294189,775.3846436,0,775.3846436,0,800,800,1200,1775,1500,50.39999771,3325.399902,3325.399902,1280,1200,6555.399902,7293.399902,7316.693848,7330.784668,6555.399902,7355.399902,7355.399902,6555.399902,7355.399902,8093.399902,8116.694336,7330.784668,7355.399902,7293.399902,2280,8.894724846,7.731930733,1451.68811,1384.856445,49.50495148,49.50495148,27.7227726,126.7326736,126.7326736,50,50,28,128,128,1466.204956,1023.75,1398.704956,990,100,75,82,80,80,50,84.58823395,86.15384674,73,9,9.756097794,9,9,0,9.756097794,0,9.756097794,36,18,30,36,18,30,0,0,0,4.406719208,2.197224617,2.27789259,11.67555046,10.19822693,9.568139076,9.494667053,10.32773113,15.01831532,12.24784946,8.835585594,12.50578499,15.4458437,35.5,35.45692825,35.48926926,35.56235504,35.09943771,30,30.15533066,30.37916374,30.37097549,29.24797821,1.799999952,1.949181199,1.934056401,1.952377319,1.947020173,25.97968674,20.40212631,15.36762333,16.66186905,15.06414509,25.97968674,21.48016167,15.77748108,17.3638134,14.72443485,Aug,1,2.079441547,546.8983765,456.7999878,-90.09838867,6.304263115,39.74373245,6.124245644,37.5063858,27.29999924,27.07999992,-0.219999313,3.306886673,10.93549919,3.298795462,10.88205147,13.63000011,13.83333302,0.203332901,2.612273216,6.823971748,2.627081156,6.901555061,20.84748268,16.46845818,20.2026329,16.08889008,8.638491631,8.666203499,Rift Valley,Trans Nzoia,Cherangani,Kaplamai,Motosiet,Motosiet,UM2-6 - Upper midland 2-6,UM4,High Potential Maize Zone,51,form 3,1,30,11,,,,1,35.20000076,546.8983765,,0.375,389,13.63,27.3,Apr,27.61499977,13.97999954,392,4,27.07999992,13.83333302,456.7999878,48,48,0,0.698231161,0.967032969,Very deep,1,1.945910096,1,7.243301868,7.233351707,2.709270477,1,3.912023067,3.569532633,1,3.912023067,3.401197433,1,3.33220458,0.587786615,1,4.852030277,3.25731492,1,4.852030277,3.25731492,1,1,1,3.871201038,1,3.871201038,0,0,1,-2.302585125,1,2.197224617,1,0,1,2.397895336,1,2.397895336,1,3.931825638,1,3.401197433
51,1,3.299999952,1.1939224,4.723333333,5.583333333,39700,1,1,1,0,18500,0,-6000,1650,19950,625,-4350,18500,12500,19125,14150,38450,41718.01953,30250,41718.01953,19125,10.63868809,9.858751297,3500,4513,0,0,1620,1200,1200,1200,1620,1620,0,2320,2320,0,1620,1620,0,1100,1100,0,1220,1220,3500,4437.5,0,0,7437.5,4437.5,260,260,15450.5,15450.5,15450.5,15450.5,15450.5,17770.5,17070.5,16550.5,16670.5,17770.5,17070.5,16550.5,16670.5,15450.5,1200,9.645396233,7.090076923,1185.372681,852.190918,37.87878799,0,0,68.1818161,37.87878799,125,0,0,225,125,3911.72998,1432.5,2812.22998,1260,60,75,82,80,80,50,84.58823395,86.15384674,73,0,28.29268265,0,0,0,19.75609779,13.4146347,14.8780489,0,0,0,0,0,0,16,24,2,4.406719208,0,3.342603207,10.66485119,10.19822693,9.568139076,9.494667053,10.32773113,21.1169281,12.24784946,8.835585594,12.50578499,15.4458437,35.5,35.45692825,35.48926926,35.56235504,35.09943771,30.15533066,30.15533066,30.37916374,30.37097549,29.24797821,1.949181199,1.949181199,1.934056401,1.952377319,1.947020173,33.05555725,20.40212631,15.36762333,16.66186905,15.06414509,35.5,21.48016167,15.77748108,17.3638134,14.72443485,Aug,1,2.079441547,546.8983765,456.7999878,-90.09838867,6.304263115,39.74373245,6.124245644,37.5063858,27.29999924,27.07999992,-0.219999313,3.306886673,10.93549919,3.298795462,10.88205147,13.63000011,13.83333302,0.203332901,2.612273216,6.823971748,2.627081156,6.901555061,20.84748268,16.46845818,20.2026329,16.08889008,8.638491631,8.666203499,Rift Valley,Trans Nzoia,Cherangani,Kaplamai,Motosiet,Motosiet,UM2-6 - Upper midland 2-6,UM4,High Potential Maize Zone,12,std 7,0,26.625,8.25,,,,1,35.20000076,546.8983765,,0.375,389,13.63,27.3,Apr,27.61499977,13.97999954,392,4,27.07999992,13.83333302,456.7999878,0,0,26,0.366206259,0.879581153,Very deep,1,1.945910096,1,7.941732883,6.747810364,3.050075054,1,4.828313828,3.569532633,0,0,3.406361818,0,0,0.66740936,1,5.416100502,3.498189688,1,4.828313828,3.569532633,0,1,0,0,0,0,1,3.258096457,1,-3.912023067,1,1.945910096,1,1.386294365,1,1.945910096,1,2.11021328,1,2.484906673,1,3.281850576
52,1,0.305000007,-1.187443495,9.32,10,9800,1,1,0,0,0,750,0,-750,0,450,-750,750,0,1200,0,750,4100,3500,4100,1200,8.318741798,7.090076923,500,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,240,240,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,0,7.293017864,,1581.049194,1228.917969,0,0,0,0,0,0,0,0,0,0,482.2200012,0,374.8200073,0,70,75,82,80,80,50,84.58823395,86.15384674,73,0,0,0,0,0,0,0,0,0,0,0,75,36,39,574,291,290,4.406719208,0,0,8.502343178,10.19822693,9.568139076,9.494667053,10.32773113,12.24784946,12.24784946,8.835585594,12.50578499,15.4458437,35.45692825,35.45692825,35.48926926,35.56235504,35.09943771,30.15533066,30.15533066,30.37916374,30.37097549,29.24797821,1.949181199,1.949181199,1.934056401,1.952377319,1.947020173,20.40212631,20.40212631,15.36762333,16.66186905,15.06414509,21.48016167,21.48016167,15.77748108,17.3638134,14.72443485,Aug,1,2.079441547,546.8983765,456.7999878,-90.09838867,6.304263115,39.74373245,6.124245644,37.5063858,27.29999924,27.07999992,-0.219999313,3.306886673,10.93549919,3.298795462,10.88205147,13.63000011,13.83333302,0.203332901,2.612273216,6.823971748,2.627081156,6.901555061,20.84748268,16.46845818,20.2026329,16.08889008,8.638491631,8.666203499,Rift Valley,Trans Nzoia,Cherangani,Kaplamai,Motosiet,Motosiet,UM2-6 - Upper midland 2-6,UM4,High Potential Maize Zone,8,std 2,0,25.75,7.333333492,,,,1,35.20000076,546.8983765,,0.375,389,13.63,27.3,Apr,27.61499977,13.97999954,392,4,27.07999992,13.83333302,456.7999878,0,75,581,0,,Very deep,1,1.945910096,1,5.926445961,7.113889217,2.505350351,0,0,3.568318605,0,0,3.406361818,0,0,0.66740936,0,0,3.015639067,0,0,3.06712985,0,0,1,4.317488194,0,0,1,6.364750862,1,-1.203972816,1,1.386294365,1,-0.91629076,1,0.693147182,1,1.99243021,1,2.079441547,1,3.248434544
53,1,1.399999976,0.336472213,6.083333333,7.083333333,217700,1,1,1,0,0,5100,-12500,-3150,12525,450,-15650,5100,-12500,5550,-10550,17625,29082.5,16250,29082.5,5550,10.27789211,8.621553421,2200,2881,0,0,6040,1040,1040,1040,6040,6040,0,0,0,0,0,0,0,0,0,0,0,0,2200,2680,2250,0,4930,4930,1220,1150,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,1040,9.211440086,6.946976185,2143.73584,1108.735718,53.92857361,53.57143021,0,107.5,107.5,75.5,75,0,150.5,150.5,3001.22998,894,1552.22998,0,80,75,82,80,80,50,84.58823395,86.15384674,73,0,0,0,0,0,0,0,0,0,0,0,424,316,213,424,316,208,4.406719208,0,0,9.69019413,10.19822693,9.568139076,9.494667053,10.32773113,18.17673302,12.24784946,8.835585594,12.50578499,15.4458437,35.49668884,35.45692825,35.48926926,35.56235504,35.09943771,30,30.15533066,30.37916374,30.37097549,29.24797821,1.949181199,1.949181199,1.934056401,1.952377319,1.947020173,32.75747681,20.40212631,15.36762333,16.66186905,15.06414509,32.75747681,21.48016167,15.77748108,17.3638134,14.72443485,Aug,1,2.079441547,546.8983765,456.7999878,-90.09838867,6.304263115,39.74373245,6.124245644,37.5063858,27.29999924,27.07999992,-0.219999313,3.306886673,10.93549919,3.298795462,10.88205147,13.63000011,13.83333302,0.203332901,2.612273216,6.823971748,2.627081156,6.901555061,20.84748268,16.46845818,20.2026329,16.08889008,8.638491631,8.666203499,Rift Valley,Trans Nzoia,Cherangani,Kaplamai,Motosiet,Motosiet,UM2-6 - Upper midland 2-6,UM4,High Potential Maize Zone,14,std 6,0,22.79999924,6,,,,1,35.20000076,546.8983765,,0.375,389,13.63,27.3,Apr,27.61499977,13.97999954,392,4,27.07999992,13.83333302,456.7999878,0,529,524,0.297877878,0,Very deep,1,1.945910096,1,7.347447872,7.010975838,2.900142431,1,4.324132442,3.569439411,1,4.317488194,3.401197433,0,0,0.66740936,1,5.013963223,3.489131212,1,5.013963223,3.489131212,0,0,1,6.270988464,0,0,1,6.261491776,1,-0.693147182,1,0.693147182,1,-0.510825634,1,1.791759491,1,1.791759491,1,2.639057398,1,3.126760483
